workerid,proliferate.condition,adj,label,object,response,rt,slide_number_in_experiment,utterance,error
11,condition1,brown,hair_curly_brown,hair,[0],2633,23,,
11,condition1,sad,woman_old_sad,woman,[0.69],3492,24,,
11,condition1,wooden,spoon_wooden_clean,spoon,[0],2801,25,,
11,condition1,blue,pencil_long_blue,pencil,[0],2577,26,,
11,condition1,square,picture_bw_square,picture,[0],2061,27,,
11,condition1,black,nails_black_glossy,nails,[0],2026,28,,
11,condition1,plastic,bottle_plastic_big,bottle,[0],2518,29,,
11,condition1,straight,hair_straight_blond,hair,[0],2441,30,,
11,condition1,red,frog_spotted_red,frog,[0],2302,31,,
11,condition1,glasses-wearing,man2_bearded_glassed,man,[0],2826,32,,
11,condition1,blond,hair_curly_blonde,hair,[0.17],3092,33,,
11,condition1,bearded,man_old_bearded,man,[0],1962,34,,
11,condition1,clean,spoon_metal_clean,spoon,[0.68],2502,35,,
11,condition1,high,table_metal_high,table,[0.74],2125,36,,
11,condition1,skinny,woman2_happy_skinny,woman,[0.74],2201,37,,
11,condition1,old,man_old_bearded,man,[0.67],5658,38,,
11,condition1,small,bottle_glass_small,bottle,[0.73],2817,39,,
11,condition1,spotted,frog_spotted_green,frog,[0],2830,40,,
11,condition1,matte,nails_black_matte,nails,[0.04],5050,41,,
11,condition1,green,frog_spotted_green,frog,[0],2805,42,,
11,condition1,happy,woman_old_happy,woman,[0.67],4088,43,,
11,condition1,hat-wearing,man2_bearded_hatted,man,[0],2865,44,,
11,condition1,glass,bottle_glass_big,bottle,[0],2278,45,,
11,condition1,rectangular,picture_bw_rectangular,picture,[0],1834,46,,
11,condition1,open,box_open_cardboard,box,[0],2262,47,,
11,condition1,cardboard,box_closed_cardboard,box,[0],1930,48,,
19,condition1,,,Barbara,Barbara,0,1,bot_check,
19,condition1,rectangular,picture_bw_rectangular,picture,[0.33],23877,3,,
19,condition1,plastic,bottle_plastic_big,bottle,[0.1],6656,4,,
19,condition1,sad,woman_old_sad,woman,[0.88],7856,5,,
19,condition1,curly,hair_curly_blonde,hair,[0.55],7216,6,,
19,condition1,high,table_metal_high,table,[0.94],10080,7,,
19,condition1,wet,shorts_wet_green,shorts,[0.03],8872,8,,
19,condition1,dirty,spoon_metal_dirty,spoon,[0.3],8560,9,,
19,condition1,matte,nails_black_matte,nails,[0],5496,10,,
19,condition1,clean,spoon_metal_clean,spoon,[0.04],5335,11,,
19,condition1,glasses-wearing,man2_bearded_glassed,man,[0],5713,12,,
19,condition1,triangular,earring_big_triangular,earring,[0.32],4936,13,,
19,condition1,clean-shaven,man_old_cleanshaven,man,[0],26847,14,,
19,condition1,square,picture_bw_square,picture,[0],6976,15,,
19,condition1,black and white,picture_bw_rectangular,picture,[0.13],7224,16,,
19,condition1,striped,frog_striped_green,frog,[0],5640,17,,
19,condition1,cardboard,box_closed_cardboard,box,[0],3184,18,,
19,condition1,hat-wearing,man2_bearded_hatted,man,[0],2951,19,,
19,condition1,short,pencil_short_black,pencil,[0.83],7144,20,,
19,condition1,long,pencil_long_black,pencil,[0.76],3872,21,,
19,condition1,low,table_metal_low,table,[0.7],2416,22,,
19,condition1,glass,bottle_glass_big,bottle,[0],3320,23,,
19,condition1,glossy,nails_black_glossy,nails,[0.05],4360,24,,
19,condition1,green,frog_spotted_green,frog,[0.5],7176,25,,
19,condition1,wooden,spoon_wooden_clean,spoon,[0.26],4895,26,,
19,condition1,blond,hair_curly_blonde,hair,[0.05],2968,27,,
19,condition1,closed,box_closed_cardboard,box,[0],2904,28,,
19,condition1,open,box_open_cardboard,box,[0],3040,29,,
19,condition1,brown,hair_curly_brown,hair,[0.5],4367,30,,
19,condition1,bearded,man_old_bearded,man,[0.4],5384,31,,
19,condition1,small,bottle_glass_small,bottle,[0.81],5360,32,,
19,condition1,old,man_old_bearded,man,[0.91],4016,33,,
19,condition1,dry,shorts_dry_green,shorts,[0.16],4551,34,,
19,condition1,black,nails_black_glossy,nails,[0.34],3992,35,,
19,condition1,skinny,woman2_happy_skinny,woman,[0.81],2776,36,,
19,condition1,happy,woman_old_happy,woman,[1],4488,37,,
19,condition1,blue,pencil_long_blue,pencil,[0.77],2279,38,,
19,condition1,mustache-touting,man2_mustached_glassed,man,[0.28],9663,39,,
19,condition1,round,earring_big_round,earring,[0.06],4817,40,,
19,condition1,colored,picture_colored_rectangular,picture,[0.18],4744,41,,
19,condition1,fat,woman2_happy_fat,woman,[0.62],6288,42,,
19,condition1,young,man_young_bearded,man,[0.95],2904,43,,
19,condition1,big,bottle_glass_big,bottle,[0.84],2399,44,,
19,condition1,straight,hair_straight_blond,hair,[0.17],4833,45,,
19,condition1,spotted,frog_spotted_green,frog,[0.03],2447,46,,
19,condition1,metal,spoon_metal_clean,spoon,[0],2368,47,,
19,condition1,red,frog_spotted_red,frog,[0.74],2704,48,,
28,condition1,,,Patricia,Patricia,0,1,bot_check,
28,condition1,brown,hair_curly_brown,hair,[1],19747,3,,
28,condition1,wooden,spoon_wooden_clean,spoon,[0.32],4318,4,,
28,condition1,low,table_metal_low,table,[0.51],5032,5,,
28,condition1,straight,hair_straight_blond,hair,[0.7],7596,6,,
28,condition1,striped,frog_striped_green,frog,[1],3962,7,,
28,condition1,blond,hair_curly_blonde,hair,[1],3536,8,,
28,condition1,glasses-wearing,man2_bearded_glassed,man,[1],3190,9,,
28,condition1,closed,box_closed_cardboard,box,[0.45],3992,10,,
28,condition1,open,box_open_cardboard,box,[0.42],1970,11,,
28,condition1,red,frog_spotted_red,frog,[0.52],3610,12,,
28,condition1,round,earring_big_round,earring,[0.49],4814,13,,
28,condition1,short,pencil_short_black,pencil,[0.49],95473,14,,
28,condition1,blue,pencil_long_blue,pencil,[0.74],5263,15,,
28,condition1,matte,nails_black_matte,nails,[0.77],150348,16,,
28,condition1,cardboard,box_closed_cardboard,box,[1],2866,17,,
28,condition1,young,man_young_bearded,man,[0.8],4080,18,,
28,condition1,black,nails_black_glossy,nails,[0.94],4792,19,,
28,condition1,small,bottle_glass_small,bottle,[0.95],3905,20,,
28,condition1,glass,bottle_glass_big,bottle,[0.69],29475,21,,
28,condition1,curly,hair_curly_blonde,hair,[1],3266,22,,
28,condition1,spotted,frog_spotted_green,frog,[0.96],5966,23,,
28,condition1,sad,woman_old_sad,woman,[0.05],29346,24,,
28,condition1,hat-wearing,man2_bearded_hatted,man,[0.89],4785,25,,
28,condition1,clean,spoon_metal_clean,spoon,[0.76],56185,26,,
28,condition1,triangular,earring_big_triangular,earring,[0.61],3341,27,,
28,condition1,metal,spoon_metal_clean,spoon,[0.51],3560,28,,
28,condition1,skinny,woman2_happy_skinny,woman,[0.97],6196,29,,
28,condition1,big,bottle_glass_big,bottle,[0.86],3526,30,,
28,condition1,rectangular,picture_bw_rectangular,picture,[1],4760,31,,
28,condition1,clean-shaven,man_old_cleanshaven,man,[1],2273,32,,
28,condition1,wet,shorts_wet_green,shorts,[0.91],4746,33,,
28,condition1,black and white,picture_bw_rectangular,picture,[0.51],23552,34,,
28,condition1,square,picture_bw_square,picture,[0.91],3617,35,,
28,condition1,bearded,man_old_bearded,man,[0.95],3846,36,,
28,condition1,dirty,spoon_metal_dirty,spoon,[0.39],3210,37,,
28,condition1,long,pencil_long_black,pencil,[0.66],2471,38,,
28,condition1,plastic,bottle_plastic_big,bottle,[0.92],65403,39,,
28,condition1,mustache-touting,man2_mustached_glassed,man,[0.89],25386,40,,
28,condition1,fat,woman2_happy_fat,woman,[0.95],3125,41,,
28,condition1,happy,woman_old_happy,woman,[0.63],5691,42,,
28,condition1,dry,shorts_dry_green,shorts,[0.59],2368,43,,
28,condition1,old,man_old_bearded,man,[0.85],6870,44,,
28,condition1,glossy,nails_black_glossy,nails,[0.96],2298,45,,
28,condition1,green,frog_spotted_green,frog,[0.58],27011,46,,
28,condition1,high,table_metal_high,table,[0.76],4511,47,,
28,condition1,colored,picture_colored_rectangular,picture,[0.66],100625,48,,
26,condition1,,,Margaret,Margaret,0,1,bot_check,
26,condition1,low,table_metal_low,table,[0.13],65398,3,,
26,condition1,rectangular,picture_bw_rectangular,picture,[0.01],5212,4,,
26,condition1,old,man_old_bearded,man,[0.53],9851,5,,
26,condition1,matte,nails_black_matte,nails,[0.11],5753,6,,
26,condition1,square,picture_bw_square,picture,[0],4037,7,,
26,condition1,big,bottle_glass_big,bottle,[0.66],8606,8,,
26,condition1,triangular,earring_big_triangular,earring,[0],4510,9,,
26,condition1,glass,bottle_glass_big,bottle,[0.01],4458,10,,
26,condition1,striped,frog_striped_green,frog,[0.08],5242,11,,
26,condition1,curly,hair_curly_blonde,hair,[0.57],6962,12,,
26,condition1,dirty,spoon_metal_dirty,spoon,[0.88],4838,13,,
26,condition1,plastic,bottle_plastic_big,bottle,[0.02],4276,14,,
26,condition1,glasses-wearing,man2_bearded_glassed,man,[0.03],10710,15,,
26,condition1,clean,spoon_metal_clean,spoon,[0.83],4409,16,,
26,condition1,wooden,spoon_wooden_clean,spoon,[0.02],3565,17,,
26,condition1,closed,box_closed_cardboard,box,[0.21],6061,18,,
26,condition1,sad,woman_old_sad,woman,[0.99],6730,19,,
26,condition1,red,frog_spotted_red,frog,[0.09],3516,20,,
26,condition1,colored,picture_colored_rectangular,picture,[0.37],7262,21,,
26,condition1,long,pencil_long_black,pencil,[0.45],8875,22,,
26,condition1,mustache-touting,man2_mustached_glassed,man,[0.5],7703,23,,
26,condition1,dry,shorts_dry_green,shorts,[0.14],4788,24,,
26,condition1,black and white,picture_bw_rectangular,picture,[0.23],7232,25,,
26,condition1,wet,shorts_wet_green,shorts,[0.24],6752,26,,
26,condition1,round,earring_big_round,earring,[0.02],4596,27,,
26,condition1,black,nails_black_glossy,nails,[0.26],7241,28,,
26,condition1,blue,pencil_long_blue,pencil,[0.23],7131,29,,
26,condition1,small,bottle_glass_small,bottle,[0.39],6169,30,,
26,condition1,blond,hair_curly_blonde,hair,[0.12],3937,31,,
26,condition1,fat,woman2_happy_fat,woman,[0.61],5619,32,,
26,condition1,high,table_metal_high,table,[0.55],6169,33,,
26,condition1,glossy,nails_black_glossy,nails,[0.7],4537,34,,
26,condition1,spotted,frog_spotted_green,frog,[0.23],3396,35,,
26,condition1,short,pencil_short_black,pencil,[0.29],5639,36,,
26,condition1,young,man_young_bearded,man,[0.58],5437,37,,
26,condition1,skinny,woman2_happy_skinny,woman,[0.73],3696,38,,
26,condition1,cardboard,box_closed_cardboard,box,[0.01],3645,39,,
26,condition1,brown,hair_curly_brown,hair,[0.12],3075,40,,
26,condition1,open,box_open_cardboard,box,[0.24],4876,41,,
26,condition1,metal,spoon_metal_clean,spoon,[0.01],3317,42,,
26,condition1,happy,woman_old_happy,woman,[0.98],5046,43,,
26,condition1,straight,hair_straight_blond,hair,[0.35],4326,44,,
26,condition1,green,frog_spotted_green,frog,[0.1],3665,45,,
26,condition1,bearded,man_old_bearded,man,[0.3],4368,46,,
26,condition1,hat-wearing,man2_bearded_hatted,man,[0.35],5388,47,,
26,condition1,clean-shaven,man_old_cleanshaven,man,[0.35],3575,48,,
41,condition1,,,Susan,Susan,0,1,bot_check,
41,condition1,sad,woman_old_sad,woman,[0.84],5992,3,,
41,condition1,dry,shorts_dry_green,shorts,[0.13],4860,4,,
41,condition1,cardboard,box_closed_cardboard,box,[0],3474,5,,
41,condition1,blue,pencil_long_blue,pencil,[0.39],3562,6,,
41,condition1,happy,woman_old_happy,woman,[0.91],2376,7,,
41,condition1,dirty,spoon_metal_dirty,spoon,[0.6],4454,8,,
41,condition1,glossy,nails_black_glossy,nails,[0.51],3493,9,,
41,condition1,green,frog_spotted_green,frog,[0.38],3090,10,,
41,condition1,clean,spoon_metal_clean,spoon,[0.64],2846,11,,
41,condition1,wooden,spoon_wooden_clean,spoon,[0],2327,12,,
41,condition1,hat-wearing,man2_bearded_hatted,man,[0.13],4107,13,,
41,condition1,small,bottle_glass_small,bottle,[0.38],3134,14,,
41,condition1,metal,spoon_metal_clean,spoon,[0.24],2762,15,,
41,condition1,open,box_open_cardboard,box,[0.4],2768,16,,
41,condition1,plastic,bottle_plastic_big,bottle,[0.21],2276,17,,
41,condition1,glass,bottle_glass_big,bottle,[0.23],2210,18,,
41,condition1,triangular,earring_big_triangular,earring,[0.01],3564,19,,
41,condition1,matte,nails_black_matte,nails,[0.34],3350,20,,
41,condition1,short,pencil_short_black,pencil,[0.61],2398,21,,
41,condition1,bearded,man_old_bearded,man,[0.39],3014,22,,
41,condition1,high,table_metal_high,table,[0.62],2878,23,,
41,condition1,rectangular,picture_bw_rectangular,picture,[0],2010,24,,
41,condition1,clean-shaven,man_old_cleanshaven,man,[0.57],4272,25,,
41,condition1,mustache-touting,man2_mustached_glassed,man,[0.32],3654,26,,
41,condition1,square,picture_bw_square,picture,[0.02],2159,27,,
41,condition1,brown,hair_curly_brown,hair,[0.37],2501,28,,
41,condition1,red,frog_spotted_red,frog,[0.36],1938,29,,
41,condition1,curly,hair_curly_blonde,hair,[0.58],2913,30,,
41,condition1,low,table_metal_low,table,[0.61],2239,31,,
41,condition1,straight,hair_straight_blond,hair,[0.44],3372,32,,
41,condition1,fat,woman2_happy_fat,woman,[0.78],2130,33,,
41,condition1,black and white,picture_bw_rectangular,picture,[0.41],2982,34,,
41,condition1,blond,hair_curly_blonde,hair,[0.69],2910,35,,
41,condition1,long,pencil_long_black,pencil,[0.63],2330,36,,
41,condition1,spotted,frog_spotted_green,frog,[0.38],2354,37,,
41,condition1,big,bottle_glass_big,bottle,[0.68],2218,38,,
41,condition1,striped,frog_striped_green,frog,[0.32],3200,39,,
41,condition1,old,man_old_bearded,man,[0.59],2177,40,,
41,condition1,black,nails_black_glossy,nails,[0.13],3144,41,,
41,condition1,young,man_young_bearded,man,[0.61],2106,42,,
41,condition1,colored,picture_colored_rectangular,picture,[0.09],4388,43,,
41,condition1,round,earring_big_round,earring,[0.09],2904,44,,
41,condition1,wet,shorts_wet_green,shorts,[0.28],2997,45,,
41,condition1,closed,box_closed_cardboard,box,[0.32],3277,46,,
41,condition1,skinny,woman2_happy_skinny,woman,[0.89],3067,47,,
41,condition1,glasses-wearing,man2_bearded_glassed,man,[0.1],2659,48,,
22,condition1,,,Margaret,Margaret,0,1,bot_check,
22,condition1,high,table_metal_high,table,[0.85],14896,3,,
22,condition1,long,pencil_long_black,pencil,[0.76],7178,4,,
22,condition1,rectangular,picture_bw_rectangular,picture,[0.73],9434,5,,
22,condition1,small,bottle_glass_small,bottle,[0.76],5496,6,,
22,condition1,square,picture_bw_square,picture,[0.07],6076,7,,
22,condition1,cardboard,box_closed_cardboard,box,[0.03],6432,8,,
22,condition1,black,nails_black_glossy,nails,[0.77],9056,9,,
22,condition1,dirty,spoon_metal_dirty,spoon,[0.11],7312,10,,
22,condition1,triangular,earring_big_triangular,earring,[0.14],3318,11,,
22,condition1,straight,hair_straight_blond,hair,[0.15],5652,12,,
22,condition1,old,man_old_bearded,man,[0.85],5228,13,,
22,condition1,happy,woman_old_happy,woman,[0.11],3838,14,,
22,condition1,big,bottle_glass_big,bottle,[0.24],4348,15,,
22,condition1,skinny,woman2_happy_skinny,woman,[0.28],4418,16,,
22,condition1,hat-wearing,man2_bearded_hatted,man,[0.78],4514,17,,
22,condition1,clean-shaven,man_old_cleanshaven,man,[0.96],4646,18,,
22,condition1,colored,picture_colored_rectangular,picture,[0.04],5158,19,,
22,condition1,low,table_metal_low,table,[0.9],4088,20,,
22,condition1,sad,woman_old_sad,woman,[0.8],4725,21,,
22,condition1,red,frog_spotted_red,frog,[0.04],4858,22,,
22,condition1,brown,hair_curly_brown,hair,[0.02],3334,23,,
22,condition1,striped,frog_striped_green,frog,[0.06],3844,24,,
22,condition1,glass,bottle_glass_big,bottle,[0.06],2978,25,,
22,condition1,spotted,frog_spotted_green,frog,[0.92],2832,26,,
22,condition1,blue,pencil_long_blue,pencil,[0.94],3050,27,,
22,condition1,fat,woman2_happy_fat,woman,[0.87],3538,28,,
22,condition1,open,box_open_cardboard,box,[0.09],2761,29,,
22,condition1,matte,nails_black_matte,nails,[0.09],2295,30,,
22,condition1,dry,shorts_dry_green,shorts,[0.12],2146,31,,
22,condition1,clean,spoon_metal_clean,spoon,[0.74],2358,32,,
22,condition1,plastic,bottle_plastic_big,bottle,[0.75],2540,33,,
22,condition1,wooden,spoon_wooden_clean,spoon,[0.85],2508,34,,
22,condition1,bearded,man_old_bearded,man,[0.84],2672,35,,
22,condition1,green,frog_spotted_green,frog,[0.15],3913,36,,
22,condition1,young,man_young_bearded,man,[0.17],2548,37,,
22,condition1,mustache-touting,man2_mustached_glassed,man,[0.16],3970,38,,
22,condition1,blond,hair_curly_blonde,hair,[0.14],3098,39,,
22,condition1,closed,box_closed_cardboard,box,[0.15],2712,40,,
22,condition1,glasses-wearing,man2_bearded_glassed,man,[0.92],3144,41,,
22,condition1,glossy,nails_black_glossy,nails,[0.88],2752,42,,
22,condition1,short,pencil_short_black,pencil,[0.11],3130,43,,
22,condition1,black and white,picture_bw_rectangular,picture,[0.86],4938,44,,
22,condition1,metal,spoon_metal_clean,spoon,[0.92],2556,45,,
22,condition1,wet,shorts_wet_green,shorts,[0.09],3176,46,,
22,condition1,round,earring_big_round,earring,[0.08],3326,47,,
22,condition1,curly,hair_curly_blonde,hair,[0.15],2154,48,,
29,condition1,,,Jennifer,Jennifer,0,1,bot_check,
29,condition1,sad,woman_old_sad,woman,[0.86],36889,3,,
29,condition1,green,frog_spotted_green,frog,[0.12],4792,4,,
29,condition1,triangular,earring_big_triangular,earring,[0.06],3350,5,,
29,condition1,cardboard,box_closed_cardboard,box,[0.05],2321,6,,
29,condition1,high,table_metal_high,table,[0.01],2839,7,,
29,condition1,red,frog_spotted_red,frog,[0.08],1720,8,,
29,condition1,glasses-wearing,man2_bearded_glassed,man,[0.06],3774,9,,
29,condition1,hat-wearing,man2_bearded_hatted,man,[0.66],2879,10,,
29,condition1,fat,woman2_happy_fat,woman,[0.35],4272,11,,
29,condition1,blue,pencil_long_blue,pencil,[0.25],2455,12,,
29,condition1,plastic,bottle_plastic_big,bottle,[0.29],2311,13,,
29,condition1,young,man_young_bearded,man,[0.74],2840,14,,
29,condition1,old,man_old_bearded,man,[0.83],2056,15,,
29,condition1,clean-shaven,man_old_cleanshaven,man,[0.87],3176,16,,
29,condition1,low,table_metal_low,table,[0.88],3960,17,,
29,condition1,dirty,spoon_metal_dirty,spoon,[0.22],10495,18,,
29,condition1,skinny,woman2_happy_skinny,woman,[0.56],2608,19,,
29,condition1,matte,nails_black_matte,nails,[0.2],3151,20,,
29,condition1,short,pencil_short_black,pencil,[0.1],2160,21,,
29,condition1,happy,woman_old_happy,woman,[0.95],2769,22,,
29,condition1,clean,spoon_metal_clean,spoon,[0.23],2031,23,,
29,condition1,small,bottle_glass_small,bottle,[0.13],1536,24,,
29,condition1,blond,hair_curly_blonde,hair,[0.09],2600,25,,
29,condition1,open,box_open_cardboard,box,[0.09],2016,26,,
29,condition1,glass,bottle_glass_big,bottle,[0.06],1944,27,,
29,condition1,bearded,man_old_bearded,man,[0.1],1752,28,,
29,condition1,wooden,spoon_wooden_clean,spoon,[0.86],2936,29,,
29,condition1,dry,shorts_dry_green,shorts,[0.28],2328,30,,
29,condition1,round,earring_big_round,earring,[0.18],1592,31,,
29,condition1,curly,hair_curly_blonde,hair,[0.12],1527,32,,
29,condition1,mustache-touting,man2_mustached_glassed,man,[0.16],1984,33,,
29,condition1,black and white,picture_bw_rectangular,picture,[0.15],1854,34,,
29,condition1,long,pencil_long_black,pencil,[0.13],2032,35,,
29,condition1,glossy,nails_black_glossy,nails,[0.15],2224,36,,
29,condition1,wet,shorts_wet_green,shorts,[0.17],1936,37,,
29,condition1,big,bottle_glass_big,bottle,[0.35],2928,38,,
29,condition1,rectangular,picture_bw_rectangular,picture,[0.2],1696,39,,
29,condition1,striped,frog_striped_green,frog,[0.39],2399,40,,
29,condition1,brown,hair_curly_brown,hair,[0.2],3215,41,,
29,condition1,colored,picture_colored_rectangular,picture,[0.21],2215,42,,
29,condition1,straight,hair_straight_blond,hair,[0.52],3743,43,,
29,condition1,metal,spoon_metal_clean,spoon,[0.22],2576,44,,
29,condition1,closed,box_closed_cardboard,box,[0.71],3479,45,,
29,condition1,spotted,frog_spotted_green,frog,[0.3],2144,46,,
29,condition1,square,picture_bw_square,picture,[0.15],2520,47,,
29,condition1,black,nails_black_glossy,nails,[0.21],1983,48,,
35,condition1,,,Jennifer,Jennifer,0,1,bot_check,
35,condition1,open,box_open_cardboard,box,[0.07],5977,3,,
35,condition1,colored,picture_colored_rectangular,picture,[0.42],5458,4,,
35,condition1,square,picture_bw_square,picture,[0.55],3767,5,,
35,condition1,skinny,woman2_happy_skinny,woman,[0.67],2870,6,,
35,condition1,cardboard,box_closed_cardboard,box,[0.08],2765,7,,
35,condition1,glass,bottle_glass_big,bottle,[0.04],2931,8,,
35,condition1,short,pencil_short_black,pencil,[0.58],3089,9,,
35,condition1,mustache-touting,man2_mustached_glassed,man,[0.06],2822,10,,
35,condition1,spotted,frog_spotted_green,frog,[0.05],4792,11,,
35,condition1,wooden,spoon_wooden_clean,spoon,[0.09],2993,12,,
35,condition1,clean,spoon_metal_clean,spoon,[0.59],2847,13,,
35,condition1,brown,hair_curly_brown,hair,[0.09],3359,14,,
35,condition1,blue,pencil_long_blue,pencil,[0.07],2849,15,,
35,condition1,rectangular,picture_bw_rectangular,picture,[0.1],1521,16,,
35,condition1,red,frog_spotted_red,frog,[0.1],1850,17,,
35,condition1,round,earring_big_round,earring,[0.1],2258,18,,
35,condition1,green,frog_spotted_green,frog,[0.07],1845,19,,
35,condition1,closed,box_closed_cardboard,box,[0.31],5451,20,,
35,condition1,dirty,spoon_metal_dirty,spoon,[0.59],3155,21,,
35,condition1,matte,nails_black_matte,nails,[0.27],2566,22,,
35,condition1,curly,hair_curly_blonde,hair,[0.23],1456,23,,
35,condition1,clean-shaven,man_old_cleanshaven,man,[0.13],4386,24,,
35,condition1,young,man_young_bearded,man,[0.61],2448,25,,
35,condition1,glasses-wearing,man2_bearded_glassed,man,[0.22],2127,26,,
35,condition1,low,table_metal_low,table,[0.63],2862,27,,
35,condition1,plastic,bottle_plastic_big,bottle,[0.2],1892,28,,
35,condition1,sad,woman_old_sad,woman,[0.55],2155,29,,
35,condition1,fat,woman2_happy_fat,woman,[0.57],3402,30,,
35,condition1,small,bottle_glass_small,bottle,[0.59],4863,31,,
35,condition1,black and white,picture_bw_rectangular,picture,[0.29],3272,32,,
35,condition1,big,bottle_glass_big,bottle,[0.59],3287,33,,
35,condition1,glossy,nails_black_glossy,nails,[0.2],3399,34,,
35,condition1,striped,frog_striped_green,frog,[0.04],3169,35,,
35,condition1,high,table_metal_high,table,[0.6],2581,36,,
35,condition1,triangular,earring_big_triangular,earring,[0.12],2316,37,,
35,condition1,dry,shorts_dry_green,shorts,[0.08],2194,38,,
35,condition1,blond,hair_curly_blonde,hair,[0.09],2404,39,,
35,condition1,hat-wearing,man2_bearded_hatted,man,[0.08],3103,40,,
35,condition1,wet,shorts_wet_green,shorts,[0.17],2472,41,,
35,condition1,long,pencil_long_black,pencil,[0.56],3807,42,,
35,condition1,black,nails_black_glossy,nails,[0.18],1790,43,,
35,condition1,bearded,man_old_bearded,man,[0.09],2154,44,,
35,condition1,straight,hair_straight_blond,hair,[0.56],4677,45,,
