workerid,proliferate.condition,adj,adj_tr,label,object,response,rt,slide_number_in_experiment,trial_type,error
934,condition1,triangular,üçgen,earring_big_triangular,earring,[0],3072,12,,
934,condition1,fat,şişman,woman2_happy_fat,woman,[0.68],5408,13,,
934,condition1,dry,kuru,shorts_dry_green,shorts,[0],3672,14,,
934,condition1,spotted,benekli,frog_spotted_green,frog,[0],3360,15,,
934,condition1,blue,mavi,pencil_long_blue,pencil,[0],2719,16,,
934,condition1,straight,düz,hair_straight_blond,hair,[0],3744,17,,
934,condition1,matte,mat,nails_black_matte,nails,[0.78],5528,18,,
934,condition1,green,yeşil,frog_spotted_green,frog,[0],2528,19,,
934,condition1,open,açık,box_open_cardboard,box,[0],3142,20,,
934,condition1,long,uzun,pencil_long_black,pencil,[0.48],6128,21,,
934,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],3072,22,,
934,condition1,dirty,kirli,spoon_metal_dirty,spoon,[1],4567,23,,
934,condition1,bearded,sakallı,man_old_bearded,man,[0],2648,24,,
934,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],3224,25,,
934,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0],4856,26,,
934,condition1,sad,mutsuz,woman_old_sad,woman,[1],3591,27,,
934,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],3088,28,,
934,condition1,round,yuvarlak,earring_big_round,earring,[0],2584,29,,
934,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.48],3616,30,,
934,condition1,striped,çizgili,frog_striped_green,frog,[0.02],2975,31,,
934,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0],5936,32,,
934,condition1,short,kısa,pencil_short_black,pencil,[0.56],8024,33,,
934,condition1,glossy,parlak,nails_black_glossy,nails,[0.57],3233,34,,
934,condition1,glass,cam,bottle_glass_big,bottle,[0],2391,35,,
934,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.46],5463,36,,
934,condition1,big,büyük,bottle_glass_big,bottle,[0.51],3576,37,,
934,condition1,square,kare,picture_bw_square,picture,[0],2343,38,,
934,condition1,clean,temiz,spoon_metal_clean,spoon,[0.68],2408,39,,
934,condition1,red,kırmızı,frog_spotted_red,frog,[0],2249,40,,
934,condition1,young,genç,man_young_bearded,man,[1],3855,41,,
934,condition1,low,alçak,table_metal_low,table,[0.33],5584,42,,
934,condition1,closed,kapalı,box_closed_cardboard,box,[0.25],2872,43,,
934,condition1,small,küçük,bottle_glass_small,bottle,[0.16],6639,44,,
934,condition1,brown,kahverengi,hair_curly_brown,hair,[0],2568,45,,
934,condition1,happy,mutlu,woman_old_happy,woman,[1],4496,46,,
934,condition1,high,yüksek,table_metal_high,table,[0.48],6016,47,,
934,condition1,colored,renkli,picture_colored_rectangular,picture,[0],2743,48,,
904,condition1,,,,beyaz,beyaz,0,1,bot_check,
904,condition1,clean,temiz,spoon_metal_clean,spoon,[0.99],9030,3,,
904,condition1,young,genç,man_young_bearded,man,[0.01],8065,4,,
904,condition1,glass,cam,bottle_glass_big,bottle,[0.01],6049,5,,
904,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],13540,6,,
904,condition1,colored,renkli,picture_colored_rectangular,picture,[0.01],4198,7,,
904,condition1,square,kare,picture_bw_square,picture,[0],3682,8,,
904,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.98],3814,9,,
904,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.02],4694,10,,
904,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.99],3475,11,,
904,condition1,old,yaşlı,man_old_bearded,man,[0.97],3681,12,,
904,condition1,green,yeşil,frog_spotted_green,frog,[0.02],4885,13,,
904,condition1,matte,mat,nails_black_matte,nails,[0.98],6606,14,,
904,condition1,short,kısa,pencil_short_black,pencil,[0.79],5398,15,,
904,condition1,bearded,sakallı,man_old_bearded,man,[0.6],2880,16,,
904,condition1,triangular,üçgen,earring_big_triangular,earring,[0.01],3367,17,,
904,condition1,small,küçük,bottle_glass_small,bottle,[0.29],4884,18,,
904,condition1,round,yuvarlak,earring_big_round,earring,[0.19],5436,19,,
904,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.01],4449,20,,
904,condition1,wet,ıslak,shorts_wet_green,shorts,[0.15],3350,21,,
904,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.09],4006,22,,
904,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.56],4141,23,,
904,condition1,big,büyük,bottle_glass_big,bottle,[0.6],3779,24,,
904,condition1,fat,şişman,woman2_happy_fat,woman,[0.99],5400,25,,
904,condition1,long,uzun,pencil_long_black,pencil,[0.73],4632,26,,
904,condition1,glossy,parlak,nails_black_glossy,nails,[0.23],3869,27,,
904,condition1,low,alçak,table_metal_low,table,[0.45],2827,28,,
904,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.68],3370,29,,
904,condition1,blue,mavi,pencil_long_blue,pencil,[0.24],3391,30,,
904,condition1,red,kırmızı,frog_spotted_red,frog,[0.59],3624,31,,
904,condition1,black,siyah,nails_black_glossy,nails,[0.63],2742,32,,
904,condition1,sad,mutsuz,woman_old_sad,woman,[1],3457,33,,
904,condition1,cardboard,karton,box_closed_cardboard,box,[0.11],7706,34,,
904,condition1,blond,sarı,hair_curly_blonde,hair,[0.17],2874,35,,
904,condition1,high,yüksek,table_metal_high,table,[0.39],5017,36,,
904,condition1,brown,kahverengi,hair_curly_brown,hair,[0.31],4683,37,,
904,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0.7],3596,38,,
904,condition1,dry,kuru,shorts_dry_green,shorts,[0.27],4586,39,,
904,condition1,straight,düz,hair_straight_blond,hair,[0.81],3293,40,,
904,condition1,happy,mutlu,woman_old_happy,woman,[0.98],3385,41,,
904,condition1,spotted,benekli,frog_spotted_green,frog,[0.69],3148,42,,
904,condition1,closed,kapalı,box_closed_cardboard,box,[0.11],3493,43,,
904,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.7],3674,44,,
904,condition1,open,açık,box_open_cardboard,box,[0.29],4409,45,,
904,condition1,striped,çizgili,frog_striped_green,frog,[0.19],2793,46,,
904,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.19],2529,47,,
904,condition1,metal,metal,spoon_metal_clean,spoon,[0.16],2626,48,,
891,condition1,,,,beyaz,icecek,0,1,bot_check,
891,condition1,,,,beyaz,Yogurttan yapilan bir icecek,0,1,bot_check,
891,condition1,,,,beyaz,beyaz,0,1,bot_check,
891,condition1,sad,mutsuz,woman_old_sad,woman,[0.01],18251,3,,
891,condition1,bearded,sakallı,man_old_bearded,man,[0.01],8170,4,,
891,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.01],5651,5,,
891,condition1,cardboard,karton,box_closed_cardboard,box,[0.02],3271,6,,
891,condition1,glass,cam,bottle_glass_big,bottle,[0.01],2739,7,,
891,condition1,round,yuvarlak,earring_big_round,earring,[0.02],4171,8,,
891,condition1,green,yeşil,frog_spotted_green,frog,[0.97],4139,9,,
891,condition1,red,kırmızı,frog_spotted_red,frog,[1],4827,10,,
891,condition1,spotted,benekli,frog_spotted_green,frog,[0.02],3167,11,,
891,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],5727,12,,
891,condition1,closed,kapalı,box_closed_cardboard,box,[0],5414,13,,
891,condition1,big,büyük,bottle_glass_big,bottle,[0.99],8422,14,,
891,condition1,brown,kahverengi,hair_curly_brown,hair,[0.98],2971,15,,
891,condition1,colored,renkli,picture_colored_rectangular,picture,[0.02],4923,16,,
891,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.01],5631,17,,
891,condition1,fat,şişman,woman2_happy_fat,woman,[0.99],4454,18,,
891,condition1,blue,mavi,pencil_long_blue,pencil,[1],5371,19,,
891,condition1,happy,mutlu,woman_old_happy,woman,[0],7818,20,,
891,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.99],4075,21,,
891,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.03],2591,22,,
891,condition1,glossy,parlak,nails_black_glossy,nails,[0.01],2696,23,,
891,condition1,wet,ıslak,shorts_wet_green,shorts,[0],3138,24,,
891,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.01],2968,25,,
891,condition1,young,genç,man_young_bearded,man,[0.02],3531,26,,
891,condition1,old,yaşlı,man_old_bearded,man,[0],2283,27,,
891,condition1,triangular,üçgen,earring_big_triangular,earring,[0.02],2724,28,,
891,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0],2982,29,,
891,condition1,long,uzun,pencil_long_black,pencil,[0.02],5031,30,,
891,condition1,square,kare,picture_bw_square,picture,[0.02],2422,31,,
891,condition1,low,alçak,table_metal_low,table,[0.02],2697,32,,
891,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],4118,33,,
891,condition1,clean,temiz,spoon_metal_clean,spoon,[0.01],4051,34,,
891,condition1,blond,sarı,hair_curly_blonde,hair,[0.99],4558,35,,
891,condition1,open,açık,box_open_cardboard,box,[0.02],3024,36,,
891,condition1,dry,kuru,shorts_dry_green,shorts,[0.02],4391,37,,
891,condition1,short,kısa,pencil_short_black,pencil,[0.02],3855,38,,
891,condition1,black,siyah,nails_black_glossy,nails,[0.01],4810,39,,
891,condition1,straight,düz,hair_straight_blond,hair,[0],2768,40,,
891,condition1,metal,metal,spoon_metal_clean,spoon,[0.02],2399,41,,
891,condition1,striped,çizgili,frog_striped_green,frog,[0.03],3199,42,,
891,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.01],2376,43,,
891,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],2191,44,,
891,condition1,high,yüksek,table_metal_high,table,[0],3511,45,,
891,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.03],3679,46,,
891,condition1,small,küçük,bottle_glass_small,bottle,[0.01],3416,47,,
891,condition1,matte,mat,nails_black_matte,nails,[0.01],3256,48,,
914,condition1,,,,beyaz,beyaz,0,1,bot_check,
914,condition1,blond,sarı,hair_curly_blonde,hair,[1],51171,3,,
914,condition1,skinny,zayıf,woman2_happy_skinny,woman,[1],3720,4,,
914,condition1,blue,mavi,pencil_long_blue,pencil,[1],4012,5,,
914,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0],4793,6,,
914,condition1,small,küçük,bottle_glass_small,bottle,[1],2790,7,,
914,condition1,striped,çizgili,frog_striped_green,frog,[0],4687,8,,
914,condition1,curly,kıvırcık,hair_curly_blonde,hair,[1],2738,9,,
914,condition1,triangular,üçgen,earring_big_triangular,earring,[0.02],3187,10,,
914,condition1,closed,kapalı,box_closed_cardboard,box,[0.51],3480,11,,
914,condition1,red,kırmızı,frog_spotted_red,frog,[0],2798,12,,
914,condition1,short,kısa,pencil_short_black,pencil,[1],2250,13,,
914,condition1,long,uzun,pencil_long_black,pencil,[1],1650,14,,
914,condition1,wet,ıslak,shorts_wet_green,shorts,[1],3862,15,,
914,condition1,matte,mat,nails_black_matte,nails,[1],2152,16,,
914,condition1,spotted,benekli,frog_spotted_green,frog,[0],3150,17,,
914,condition1,low,alçak,table_metal_low,table,[1],2858,18,,
914,condition1,glass,cam,bottle_glass_big,bottle,[0],4334,19,,
914,condition1,glossy,parlak,nails_black_glossy,nails,[1],3472,20,,
914,condition1,young,genç,man_young_bearded,man,[1],1988,21,,
914,condition1,dry,kuru,shorts_dry_green,shorts,[1],10192,22,,
914,condition1,dirty,kirli,spoon_metal_dirty,spoon,[1],3983,23,,
914,condition1,fat,şişman,woman2_happy_fat,woman,[1],3480,24,,
914,condition1,old,yaşlı,man_old_bearded,man,[1],1515,25,,
914,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0],1852,26,,
914,condition1,round,yuvarlak,earring_big_round,earring,[0],4110,27,,
914,condition1,open,açık,box_open_cardboard,box,[0.02],4103,28,,
914,condition1,black,siyah,nails_black_glossy,nails,[0],2820,29,,
914,condition1,sad,mutsuz,woman_old_sad,woman,[1],5460,30,,
914,condition1,metal,metal,spoon_metal_clean,spoon,[0],1905,31,,
914,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],3344,32,,
914,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],3451,33,,
914,condition1,straight,düz,hair_straight_blond,hair,[1],5573,34,,
914,condition1,square,kare,picture_bw_square,picture,[0],1799,35,,
914,condition1,happy,mutlu,woman_old_happy,woman,[1],2160,36,,
914,condition1,high,yüksek,table_metal_high,table,[1],2122,37,,
914,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],2040,38,,
914,condition1,bearded,sakallı,man_old_bearded,man,[0],4065,39,,
914,condition1,cardboard,karton,box_closed_cardboard,box,[0],3803,40,,
914,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0],3157,41,,
914,condition1,brown,kahverengi,hair_curly_brown,hair,[0],3833,42,,
914,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0],2242,43,,
914,condition1,green,yeşil,frog_spotted_green,frog,[0],2168,44,,
914,condition1,colored,renkli,picture_colored_rectangular,picture,[0],9329,45,,
914,condition1,big,büyük,bottle_glass_big,bottle,[1],4635,46,,
914,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],4792,47,,
914,condition1,clean,temiz,spoon_metal_clean,spoon,[1],8243,48,,
938,condition1,,,,beyaz,beyaz,0,1,bot_check,
938,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.97],16081,3,,
938,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.01],9847,4,,
938,condition1,spotted,benekli,frog_spotted_green,frog,[0.36],7849,5,,
938,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.27],13396,6,,
938,condition1,closed,kapalı,box_closed_cardboard,box,[0.16],7585,7,,
938,condition1,big,büyük,bottle_glass_big,bottle,[0.99],7177,8,,
938,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.23],4326,9,,
938,condition1,brown,kahverengi,hair_curly_brown,hair,[0.47],6418,10,,
938,condition1,happy,mutlu,woman_old_happy,woman,[0.35],6820,11,,
938,condition1,sad,mutsuz,woman_old_sad,woman,[0.37],3585,12,,
938,condition1,black,siyah,nails_black_glossy,nails,[0.29],5487,13,,
938,condition1,straight,düz,hair_straight_blond,hair,[0.85],4048,14,,
938,condition1,open,açık,box_open_cardboard,box,[0.03],5428,15,,
938,condition1,dry,kuru,shorts_dry_green,shorts,[0.02],4724,16,,
938,condition1,long,uzun,pencil_long_black,pencil,[1],4112,17,,
938,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0.04],3068,18,,
938,condition1,young,genç,man_young_bearded,man,[0.78],3076,19,,
938,condition1,green,yeşil,frog_spotted_green,frog,[0.28],2720,20,,
938,condition1,glossy,parlak,nails_black_glossy,nails,[0.8],3170,21,,
938,condition1,glass,cam,bottle_glass_big,bottle,[0.01],2915,22,,
938,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.46],8021,23,,
938,condition1,blue,mavi,pencil_long_blue,pencil,[0.65],5024,24,,
938,condition1,short,kısa,pencil_short_black,pencil,[0.78],3714,25,,
938,condition1,small,küçük,bottle_glass_small,bottle,[0.74],2482,26,,
938,condition1,high,yüksek,table_metal_high,table,[0.7],2089,27,,
938,condition1,old,yaşlı,man_old_bearded,man,[0.39],2148,28,,
938,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0.88],9136,29,,
938,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.84],4717,30,,
938,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.02],3371,31,,
938,condition1,wet,ıslak,shorts_wet_green,shorts,[0.05],3603,32,,
938,condition1,square,kare,picture_bw_square,picture,[0.03],3540,33,,
938,condition1,metal,metal,spoon_metal_clean,spoon,[0],8868,34,,
938,condition1,red,kırmızı,frog_spotted_red,frog,[0.49],2600,35,,
938,condition1,clean,temiz,spoon_metal_clean,spoon,[0.51],2362,36,,
938,condition1,cardboard,karton,box_closed_cardboard,box,[0.01],2980,37,,
938,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.02],3554,38,,
938,condition1,low,alçak,table_metal_low,table,[0.68],2734,39,,
938,condition1,blond,sarı,hair_curly_blonde,hair,[0.58],3483,40,,
938,condition1,matte,mat,nails_black_matte,nails,[0.61],2317,41,,
938,condition1,bearded,sakallı,man_old_bearded,man,[0.57],2479,42,,
938,condition1,colored,renkli,picture_colored_rectangular,picture,[0.3],3427,43,,
938,condition1,fat,şişman,woman2_happy_fat,woman,[0.65],3867,44,,
938,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.01],3162,45,,
938,condition1,round,yuvarlak,earring_big_round,earring,[0],5512,46,,
938,condition1,triangular,üçgen,earring_big_triangular,earring,[0.01],2534,47,,
938,condition1,striped,çizgili,frog_striped_green,frog,[0],3014,48,,
889,condition1,,,,beyaz,beyaz,0,1,bot_check,
889,condition1,spotted,benekli,frog_spotted_green,frog,[0],13899,3,,
889,condition1,round,yuvarlak,earring_big_round,earring,[0],8682,4,,
889,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0],25816,5,,
889,condition1,closed,kapalı,box_closed_cardboard,box,[0],11468,6,,
889,condition1,happy,mutlu,woman_old_happy,woman,[1],6644,7,,
889,condition1,small,küçük,bottle_glass_small,bottle,[1],4877,8,,
889,condition1,straight,düz,hair_straight_blond,hair,[0],4435,9,,
889,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],7803,10,,
889,condition1,short,kısa,pencil_short_black,pencil,[1],3877,11,,
889,condition1,cardboard,karton,box_closed_cardboard,box,[0],4971,12,,
889,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],5730,13,,
889,condition1,young,genç,man_young_bearded,man,[1],3557,14,,
889,condition1,square,kare,picture_bw_square,picture,[0],3833,15,,
889,condition1,old,yaşlı,man_old_bearded,man,[1],3682,16,,
889,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.27],7567,17,,
889,condition1,metal,metal,spoon_metal_clean,spoon,[0],3211,18,,
889,condition1,high,yüksek,table_metal_high,table,[1],3778,19,,
889,condition1,dry,kuru,shorts_dry_green,shorts,[0],3766,20,,
889,condition1,matte,mat,nails_black_matte,nails,[0.17],4117,21,,
889,condition1,triangular,üçgen,earring_big_triangular,earring,[0],3487,22,,
889,condition1,big,büyük,bottle_glass_big,bottle,[1],3818,23,,
889,condition1,glass,cam,bottle_glass_big,bottle,[0],3036,24,,
889,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.16],10756,25,,
889,condition1,colored,renkli,picture_colored_rectangular,picture,[0],5559,26,,
889,condition1,bearded,sakallı,man_old_bearded,man,[0.29],5016,27,,
889,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0],18300,28,,
889,condition1,open,açık,box_open_cardboard,box,[0],2971,29,,
889,condition1,clean,temiz,spoon_metal_clean,spoon,[0.21],3027,30,,
889,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0],2498,31,,
889,condition1,green,yeşil,frog_spotted_green,frog,[0.18],6821,32,,
889,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0],5621,33,,
889,condition1,low,alçak,table_metal_low,table,[1],9277,34,,
889,condition1,black,siyah,nails_black_glossy,nails,[0.08],4839,35,,
889,condition1,striped,çizgili,frog_striped_green,frog,[0],4725,36,,
889,condition1,fat,şişman,woman2_happy_fat,woman,[1],3727,37,,
889,condition1,blue,mavi,pencil_long_blue,pencil,[0.11],2790,38,,
889,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],5063,39,,
889,condition1,brown,kahverengi,hair_curly_brown,hair,[0.17],4118,40,,
889,condition1,wet,ıslak,shorts_wet_green,shorts,[0],16223,41,,
889,condition1,blond,sarı,hair_curly_blonde,hair,[0.12],3067,42,,
889,condition1,red,kırmızı,frog_spotted_red,frog,[0.09],21120,43,,
889,condition1,skinny,zayıf,woman2_happy_skinny,woman,[1],4770,44,,
889,condition1,long,uzun,pencil_long_black,pencil,[1],3150,45,,
889,condition1,glossy,parlak,nails_black_glossy,nails,[1],4050,46,,
889,condition1,sad,mutsuz,woman_old_sad,woman,[1],26548,47,,
889,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],3023,48,,
917,condition1,,,,beyaz,beyaz,0,1,bot_check,
917,condition1,blue,mavi,pencil_long_blue,pencil,[0],9712,3,,
917,condition1,red,kırmızı,frog_spotted_red,frog,[0.01],3464,4,,
917,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.01],4985,5,,
917,condition1,closed,kapalı,box_closed_cardboard,box,[0],3609,6,,
917,condition1,big,büyük,bottle_glass_big,bottle,[0.98],3592,7,,
917,condition1,short,kısa,pencil_short_black,pencil,[0.98],2587,8,,
917,condition1,green,yeşil,frog_spotted_green,frog,[0],3232,9,,
917,condition1,striped,çizgili,frog_striped_green,frog,[0],3664,10,,
917,condition1,colored,renkli,picture_colored_rectangular,picture,[0.01],5822,11,,
917,condition1,round,yuvarlak,earring_big_round,earring,[0],4569,12,,
917,condition1,spotted,benekli,frog_spotted_green,frog,[0.02],2895,13,,
917,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],2387,14,,
917,condition1,metal,metal,spoon_metal_clean,spoon,[0.46],8920,15,,
917,condition1,brown,kahverengi,hair_curly_brown,hair,[0.01],4505,16,,
917,condition1,fat,şişman,woman2_happy_fat,woman,[0.99],2783,17,,
917,condition1,matte,mat,nails_black_matte,nails,[0.01],2638,18,,
917,condition1,clean,temiz,spoon_metal_clean,spoon,[0.98],2835,19,,
917,condition1,old,yaşlı,man_old_bearded,man,[0.98],4232,20,,
917,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.03],2824,21,,
917,condition1,sad,mutsuz,woman_old_sad,woman,[0.99],2678,22,,
917,condition1,triangular,üçgen,earring_big_triangular,earring,[0],2074,23,,
917,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.01],2864,24,,
917,condition1,blond,sarı,hair_curly_blonde,hair,[0.01],1898,25,,
917,condition1,square,kare,picture_bw_square,picture,[0.02],2358,26,,
917,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.99],3383,27,,
917,condition1,bearded,sakallı,man_old_bearded,man,[0.01],1874,28,,
917,condition1,high,yüksek,table_metal_high,table,[0.97],2927,29,,
917,condition1,black,siyah,nails_black_glossy,nails,[0.01],1754,30,,
917,condition1,young,genç,man_young_bearded,man,[1],1998,31,,
917,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],2065,32,,
917,condition1,glass,cam,bottle_glass_big,bottle,[0],3231,33,,
917,condition1,glossy,parlak,nails_black_glossy,nails,[0.01],2967,34,,
917,condition1,wet,ıslak,shorts_wet_green,shorts,[0.01],6571,35,,
917,condition1,open,açık,box_open_cardboard,box,[0.01],1814,36,,
917,condition1,happy,mutlu,woman_old_happy,woman,[0.98],2178,37,,
917,condition1,cardboard,karton,box_closed_cardboard,box,[0],3792,38,,
917,condition1,small,küçük,bottle_glass_small,bottle,[0.97],2374,39,,
917,condition1,dry,kuru,shorts_dry_green,shorts,[0.01],3123,40,,
917,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0],2111,41,,
917,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],5009,42,,
917,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.98],2711,43,,
917,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],4433,44,,
917,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.01],2203,45,,
917,condition1,low,alçak,table_metal_low,table,[0.99],2502,46,,
917,condition1,long,uzun,pencil_long_black,pencil,[1],3584,47,,
917,condition1,straight,düz,hair_straight_blond,hair,[0],3016,48,,
905,condition1,,,,beyaz,Beyaz,0,1,bot_check,
905,condition1,matte,mat,nails_black_matte,nails,[0.65],1212,3,,
905,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],9262,4,,
905,condition1,square,kare,picture_bw_square,picture,[0],5808,5,,
905,condition1,green,yeşil,frog_spotted_green,frog,[0],4729,6,,
905,condition1,glossy,parlak,nails_black_glossy,nails,[0],3421,7,,
905,condition1,blond,sarı,hair_curly_blonde,hair,[0],2722,8,,
905,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0],4009,9,,
905,condition1,red,kırmızı,frog_spotted_red,frog,[0],2536,10,,
905,condition1,metal,metal,spoon_metal_clean,spoon,[0],1748,11,,
905,condition1,clean,temiz,spoon_metal_clean,spoon,[0],1242,12,,
905,condition1,young,genç,man_young_bearded,man,[0],2258,13,,
905,condition1,glass,cam,bottle_glass_big,bottle,[0],2021,14,,
905,condition1,dry,kuru,shorts_dry_green,shorts,[0],1106,15,,
905,condition1,closed,kapalı,box_closed_cardboard,box,[0],1675,16,,
905,condition1,big,büyük,bottle_glass_big,bottle,[0.02],1776,17,,
905,condition1,straight,düz,hair_straight_blond,hair,[0.03],1179,18,,
905,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.04],2065,19,,
905,condition1,brown,kahverengi,hair_curly_brown,hair,[0.01],3112,20,,
905,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0.02],1785,21,,
905,condition1,long,uzun,pencil_long_black,pencil,[0.03],1535,22,,
905,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0],902,23,,
905,condition1,open,açık,box_open_cardboard,box,[0],1096,24,,
